,Gene,Z-Score
1754,Kmt2a,-0.84401249
1755,Kmt2e,-0.84401249
1756,Kmt5b,3.013323254
1757,Kmt5c,3.013323254
1758,Krt1,0.441766092
1759,Krt16,-0.586856773
1760,Krt6a,-0.586856773
1761,Krt75,-0.84401249
1762,Krtap5-5,-0.84401249
1763,Kynu,-0.586856773
1764,L3mbtl1,-0.586856773
1765,L3mbtl3,-0.84401249
1766,Lacc1,0.441766092
1767,Lag3,1.984700389
1768,Lamp1,1.984700389
1769,Lamp3,-0.586856773
1770,Laptm5,0.956077524
1771,Lat,-0.329701057
1772,Lat2,0.441766092
1773,Lax1,0.441766092
1774,Lbp,0.956077524
1775,Lbr,-0.84401249
1776,Lck,0.441766092
1777,Lcn2,-0.586856773
1778,Lcp1,-0.586856773
1779,Lcp2,0.441766092
1780,Ldb1,-0.586856773
1781,Ldlr,-0.586856773
1782,Leap2,-0.586856773
1783,Lef1,-0.072545341
1784,Leo1,-0.586856773
1785,Lep,0.956077524
1786,Lepr,-0.84401249
1787,Lfng,-0.586856773
1788,Lgals1,-0.072545341
1789,Lgals3,0.698921808
1790,Lgals7,-0.586856773
1791,Lgals8,-0.072545341
1792,Lgals9,1.213233241
1793,Lgmn,-0.329701057
1794,Lgr4,-0.586856773
1795,Lif,-0.072545341
1796,Lig4,-0.586856773
1797,Lilrb4a,0.698921808
1798,Lime1,0.441766092
1799,Lmbr1l,-0.84401249
1800,Lmo1,-0.586856773
1801,Lmo2,-0.586856773
1802,Lmo4,-0.84401249
1803,Lox,-0.586856773
1804,Loxl3,0.698921808
1805,Lpin1,-0.586856773
1806,Lpo,-0.586856773
1807,Lpxn,0.441766092
1808,Lrch1,-0.586856773
1809,Lrfn5,-0.586856773
1810,Lrmp,-0.84401249
1811,Lrp1,-0.586856773
1812,Lrp5,-0.84401249
1813,Lrp8,-0.072545341
1814,Lrrc17,-0.586856773
1815,Lrrc32,-0.586856773
1816,Lrrk1,-0.84401249
1817,Lrrk2,-0.329701057
1818,Lsm14a,0.441766092
1819,Lst1,-0.586856773
1820,Lta,3.013323254
1821,Ltb,-0.586856773
1822,Ltbr,-0.586856773
1823,Ltf,-0.586856773
1824,Ly6d,-0.84401249
1825,Ly86,-0.586856773
1826,Ly9,-0.586856773
1827,Ly96,-0.586856773
1828,Lyar,-0.072545341
1829,Lyg1,-0.586856773
1830,Lyg2,-0.586856773
1831,Lyl1,-0.84401249
1832,Lyn,1.213233241
1833,Lypd10,1.470388957
1834,Lypd11,1.470388957
1835,Lypd8,-0.586856773
1836,Lyst,-0.072545341
1837,Lyz1,-0.586856773
1838,Lyz2,-0.586856773
1839,Lyzl6,-0.586856773
1840,MDGA1,3.125813252
1841,MGI:2685746,0.441766092
1842,MGI:3642338,-0.586856773
1843,MGI:3643263,0.441766092
1844,MGI:3648045,0.441766092
1845,MGI:96461,0.441766092
1846,MGI:96492,0.441766092
1847,MOG,1.322412995
1848,MTCH1,-0.865528368
1849,MYO1F,1.910493956
1850,Mad1l1,-0.586856773
1851,Mad2l2,3.013323254
1852,Madcam1,-0.329701057
1853,Maea,-0.84401249
1854,Mafb,-0.586856773
1855,Malt1,3.527634687
1856,Map2k1,-0.84401249
1857,Map2k2,-0.84401249
1858,Map3k14,-0.586856773
1859,Map3k5,-0.586856773
1860,Map3k8,-0.84401249
1861,Map4k2,-0.586856773
1862,Mapk1,0.441766092
1863,Mapk14,-0.586856773
1864,Mapk3,-0.329701057
1865,Mapk8ip1,-0.586856773
1866,Mapkbp1,-0.072545341
1867,Marchf1,-0.586856773
1868,Marchf7,-0.586856773
1869,Marchf8,-0.586856773
1870,Marco,-0.586856773
1871,Masp1,0.441766092
1872,Masp2,0.441766092
1873,Matr3,0.441766092
1874,Mavs,1.470388957
1875,Mb,-0.84401249
1876,Mbl1,0.441766092
1877,Mbl2,0.441766092
1878,Mcm3ap,-0.84401249
1879,Mcoln1,-0.586856773
1880,Mcoln2,-0.586856773
1881,Mcu,-0.329701057
1882,Mdga1,"0.028240438, 0.130689915, -0.757082224"
1883,Mdk,-0.072545341
1884,Mecom,-0.84401249
1885,Med1,0.441766092
1886,Med23,-0.329701057
1887,Mef2c,0.956077524
1888,Mefv,-0.586856773
1889,Meis1,-0.586856773
1890,Meis2,-0.586856773
1891,Men1,-0.84401249
1892,Mertk,-0.586856773
1893,Mettl3,-0.072545341
1894,Mfap2,-0.84401249
1895,Mfap4,0.441766092
1896,Mfap5,-0.84401249
1897,Mfhas1,-0.329701057
1898,Mfng,-0.586856773
1899,Mfsd6,-0.586856773
1900,Mia3,-0.329701057
1901,Mid2,-0.586856773
1902,Mif,1.470388957
1903,Mill1,-0.586856773
1904,Mill2,0.441766092
1905,Milr1,-0.329701057
1906,Mink1,-0.84401249
1907,Mir122,-0.84401249
1908,Mir122b,-0.84401249
1909,Mir125a,-0.586856773
1910,Mir125b-1,-0.84401249
1911,Mir125b-2,-0.84401249
1912,Mir126a,-0.84401249
1913,Mir130a,-0.84401249
1914,Mir142hg,-0.84401249
1915,Mir143,-0.84401249
1916,Mir145a,-0.84401249
1917,Mir145b,-0.84401249
1918,Mir150,-0.586856773
1919,Mir155,-0.586856773
1920,Mir17,-0.84401249
1921,Mir18,-0.84401249
1922,Mir181b-1,1.213233241
1923,Mir181b-2,1.213233241
1924,Mir181c,-0.84401249
1925,Mir188,-0.84401249
1926,Mir193b,-0.84401249
1927,Mir19a,-0.84401249
1928,Mir19b-1,-0.84401249
1929,Mir20a,-0.84401249
1930,Mir21a,-0.586856773
1931,Mir223,-0.329701057
1932,Mir301,1.727544673
1933,Mir326,1.984700389
1934,Mir34a,-0.84401249
1935,Mir511,-0.586856773
1936,Mir542,-0.84401249
1937,Mir7116,-0.84401249
1938,Mir7667,1.238376832
1939,Mir873a,-0.586856773
1940,Mir92-1,-0.84401249
1941,Mir99a,-0.84401249
1942,Mirlet7e,-0.84401249
1943,Mitf,-0.586856773
1944,Mixl1,-0.84401249
1945,Mknk2,-0.84401249
1946,Mlf1,-0.84401249
1947,Mlh1,3.013323254
1948,Mlkl,-0.586856773
1949,Mllt3,-0.84401249
1950,Mmp12,0.441766092
1951,Mmp14,-0.329701057
1952,Mmp2,0.441766092
1953,Mmp21,-0.84401249
1954,Mmp28,-0.586856773
1955,Mmp7,-0.586856773
1956,Mmp8,-0.329701057
1957,Mmp9,-0.329701057
1958,Mndal,0.441766092
1959,Mog,"0.441766092, -0.445291194, -0.677524393, -0.519542258"
1960,Morc2b,"-0.024374188, -0.560102928, -0.018541748"
1961,Mospd2,-0.329701057
1962,Mov10,-0.586856773
1963,Mpeg1,-0.586856773
1964,Mpig6b,-0.84401249
1965,Mpl,-0.329701057
1966,Mpo,-0.586856773
1967,Mpp1,-0.586856773
1968,Mptx1,0.441766092
1969,Mptx2,0.441766092
1970,Mpzl2,-0.84401249
1971,Mr1,3.527634687
1972,Mrc1,-0.586856773
1973,Mrgprx1,-0.84401249
1974,Mrgprx2,-0.84401249
1975,Ms4a1,0.441766092
1976,Ms4a2,1.213233241
1977,Msh2,3.013323254
1978,Msh3,-0.84401249
1979,Msh6,-0.586856773
1980,Msmp,-0.84401249
1981,Msn,-0.586856773
1982,Msrb1,-0.586856773
1983,Mst1,-0.586856773
1984,Mst1r,-0.586856773
1985,Mstn,-0.329701057
1986,Mtch1,"0.817459825, -0.60727604, 2.824212728"
1987,Mthfd1,-0.84401249
1988,Mtor,-0.329701057
1989,Mturn,-0.586856773
1990,Mtus1,-0.586856773
1991,Muc19,-0.84401249
1992,Muc4,1.470388957
1993,Muc5b,-0.329701057
1994,Mul1,-0.072545341
1995,Myb,0.956077524
1996,Myc,-0.586856773
1997,Myd88,-0.072545341
1998,Myh9,-0.84401249
1999,Myo18a,0.441766092
2000,Myo1c,-0.586856773
2001,Myo1e,-0.84401249
2002,Myo1f,"-0.072545341, 0.607001322, -0.545676123, -0.209520302"
2003,Myo1g,0.441766092
2004,Myo9b,-0.84401249
2005,Mysm1,-0.586856773
2006,Mzb1,0.184610375
2007,N4bp1,-0.072545341
2008,NDUFV3,1.322412995
2009,NOTCH3,-0.954627875
2010,NRM,3.059576156
2011,Naip1,-0.586856773
2012,Naip2,-0.586856773
2013,Naip5,-0.586856773
2014,Naip6,-0.586856773
2015,Naip7,-0.586856773
2016,Nampt,-0.84401249
2017,Nbeal2,-0.84401249
2018,Nbl1,-0.586856773
2019,Nbn,-0.586856773
2020,Ncapg2,-0.84401249
2021,Ncaph2,-0.84401249
2022,Ncbp3,-0.586856773
2023,Ncf1,-0.586856773
2024,Nck1,-0.329701057
2025,Nck2,-0.329701057
2026,Nckap1l,1.984700389
2027,Ncor1,-0.84401249
2028,Ncr1,-0.586856773
2029,Ncstn,-0.84401249
2030,Ndfip1,1.213233241
2031,Ndrg1,-0.84401249
2032,Ndufaf4,-0.586856773
2033,Ndufs4,-0.586856773
2034,Ndufv3,"-0.392676568, -0.113494493, 0.926785648"
2035,Nectin2,3.527634687
2036,Nedd4,-0.586856773
2037,Nepn,-0.329701057
2038,Nf1,-0.586856773
2039,Nfam1,0.441766092
2040,Nfatc1,-0.84401249
2041,Nfatc2,0.441766092
2042,Nfatc3,-0.84401249
2043,Nfe2l1,-0.84401249
2044,Nfil3,-0.586856773
2045,Nfkb1,-0.84401249
2046,Nfkb2,-0.586856773
2047,Nfkbia,-0.586856773
2048,Nfkbid,1.984700389
2049,Nfkbiz,1.984700389
2050,Nhej1,-0.84401249
2051,Ninj1,-0.329701057
2052,Nipal3,-0.84401249
2053,Nkap,-0.329701057
2054,Nkx2-3,-0.586856773
2055,Nkx2-5,-0.84401249
2056,Nkx3-2,-0.84401249
2057,Nlrc3,-0.072545341
2058,Nlrc4,0.441766092
2059,Nlrc5,0.441766092
2060,Nlrp10,1.470388957
2061,Nlrp12,-0.84401249
2062,Nlrp1a,-0.586856773
2063,Nlrp1b,-0.586856773
2064,Nlrp3,3.527634687
2065,Nlrp6,-0.072545341
2066,Nlrp9a,-0.586856773
2067,Nlrp9b,-0.586856773
2068,Nlrp9c,-0.586856773
2069,Nlrx1,-0.072545341
2070,Nme1,-0.586856773
2071,Nme2,-0.586856773
2072,Nmi,0.441766092
2073,Nod1,-0.072545341
2074,Nod2,3.270478971
2075,Nono,0.441766092
2076,Nos2,-0.586856773
2077,Notch1,-0.586856773
2078,Notch2,-0.072545341
2079,Notch3,"-0.024374188, -0.500807877, -0.62063613"
2080,Nploc4,-0.072545341
2081,Nppa,1.213233241
2082,Nppc,1.213233241
2083,Npy,-0.586856773
2084,Npy5r,-0.072545341
2085,Nr1d1,-0.586856773
2086,Nr1h3,-0.586856773
2087,Nr1h4,-0.586856773
2088,Nr4a3,0.956077524
2089,Nrarp,-0.586856773
2090,Nras,0.441766092
2091,Nrm,"-0.445291194, -0.796115464, -0.812744585"
2092,Nrros,-0.586856773
2093,Nsd2,3.013323254
2094,Nt5c3,-0.586856773
2095,Ntrk1,-0.84401249
2096,Nts,-0.586856773
2097,Nuggc,-0.84401249
2098,Nup85,-0.84401249
2099,Oas1a,-0.586856773
2100,Oas1b,-0.586856773
2101,Oas1c,-0.586856773
2102,Oas1d,-0.586856773
2103,Oas1e,-0.586856773
2104,Oas1f,-0.586856773
2105,Oas1g,-0.586856773
2106,Oas1h,-0.586856773
2107,Oas2,-0.586856773
2108,Oas3,-0.072545341
2109,Oasl1,-0.586856773
2110,Oasl2,-0.586856773
2111,Ocstamp,-0.329701057
2112,Olfm4,-0.072545341
2113,Olfr239,"-0.129603439, -0.424423672, -0.796118333"
2114,Olfr55,-0.076988813
2115,Olfr63,"0.291313567, 0.198517099, -0.582194662"
2116,Olfr90,"-0.287447317, -0.388439971, -0.210321546"
2117,Olfr91,"-0.340061942, -0.199414489, -0.586778755"
2118,Olfr92,"-0.287447317, -0.209666409, -0.889794196"
2119,Olr1,-0.84401249
2120,Onecut1,-0.84401249
2121,Oprk1,-0.586856773
2122,Optn,-0.586856773
2123,Orai1,-0.586856773
2124,Orm1,-0.586856773
2125,Orm2,-0.586856773
2126,Oscar,-0.072545341
2127,Osm,-0.586856773
2128,Ostm1,-0.84401249
2129,Otop1,-0.072545341
2130,Otub1,-0.586856773
2131,Otud4,-0.586856773
2132,Otud5,0.441766092
2133,Otud7b,-0.586856773
2134,Otulin,-0.586856773
2135,Oxsr1,-0.329701057
2136,P01629,-0.586856773
2137,P01630,-0.586856773
2138,P01631,-0.586856773
2139,P01634,-0.586856773
2140,P01635,-0.586856773
2141,P01636,-0.586856773
2142,P01637,-0.586856773
2143,P01638,-0.586856773
2144,P01641,-0.586856773
2145,P01643,-0.586856773
2146,P01644,-0.586856773
2147,P01645,-0.586856773
2148,P01646,-0.586856773
2149,P01647,-0.586856773
2150,P01648,-0.586856773
2151,P01649,-0.586856773
2152,P01652,-0.586856773
2153,P01653,-0.586856773
2154,P01654,-0.586856773
2155,P01655,-0.586856773
2156,P01656,-0.586856773
2157,P01657,-0.586856773
2158,P01658,-0.586856773
2159,P01659,-0.586856773
2160,P01660,-0.586856773
2161,P01661,-0.586856773
2162,P01662,-0.586856773
2163,P01663,-0.586856773
2164,P01664,-0.586856773
2165,P01665,-0.586856773
2166,P01666,-0.586856773
2167,P01667,-0.586856773
2168,P01668,-0.586856773
2169,P01669,-0.586856773
2170,P01670,-0.586856773
2171,P01671,-0.586856773
2172,P01672,-0.586856773
2173,P01673,-0.586856773
2174,P01674,-0.586856773
2175,P01675,-0.586856773
2176,P01676,-0.586856773
2177,P01677,-0.586856773
2178,P01678,-0.586856773
2179,P01679,-0.586856773
2180,P01680,-0.586856773
2181,P01723,-0.586856773
2182,P01724,-0.586856773
2183,P01725,-0.586856773
2184,P01726,-0.586856773
2185,P01727,-0.586856773
2186,P01728,-0.586856773
2187,P01729,-0.586856773
2188,P01741,0.441766092
2189,P01745,0.441766092
2190,P01746,0.441766092
2191,P01747,0.441766092
2192,P01748,0.441766092
2193,P01750,0.441766092
2194,P01753,0.441766092
2195,P01756,0.441766092
2196,P01757,0.441766092
2197,P01759,0.441766092
2198,P01786,0.441766092
2199,P01787,0.441766092
2200,P01788,0.441766092
2201,P01789,0.441766092
2202,P01790,0.441766092
2203,P01791,0.441766092
2204,P01792,0.441766092
2205,P01793,0.441766092
2206,P01794,0.441766092
2207,P01795,0.441766092
2208,P01796,0.441766092
2209,P01797,0.441766092
2210,P01798,0.441766092
2211,P01799,0.441766092
2212,P01800,0.441766092
2213,P01801,0.441766092
2214,P01802,0.441766092
2215,P01803,0.441766092
2216,P01804,0.441766092
2217,P01807,0.441766092
2218,P01809,0.441766092
2219,P01810,0.441766092
2220,P01811,0.441766092
2221,P01812,0.441766092
2222,P01819,0.441766092
2223,P01820,0.441766092
2224,P01822,0.441766092
2225,P01823,0.441766092
2226,P01843,0.441766092
2227,P01851,0.441766092
2228,P01852,0.441766092
2229,P01896,3.527634687
2230,P03976,-0.586856773
2231,P03977,-0.586856773
2232,P03980,0.441766092
2233,P04940,-0.586856773
2234,P04941,-0.586856773
2235,P04943,-0.586856773
2236,P04944,-0.586856773
2237,P04946,-0.586856773
2238,P06329,0.441766092
2239,P06330,0.441766092
2240,P18524,0.441766092
2241,P18525,0.441766092
2242,P18526,0.441766092
2243,P18527,0.441766092
2244,P18528,0.441766092
2245,P18529,0.441766092
2246,P18530,0.441766092
2247,P18532,0.441766092
2248,P2rx4,-0.329701057
2249,P2rx7,3.527634687
2250,P2ry12,-0.329701057
2251,P2ry14,-0.586856773
2252,P4htm,-0.586856773
2253,P84750,-0.586856773
2254,PDE9A,3.059576156
2255,PI16,1.322412995
2256,PIM1,-1.774684217
2257,PKNOX1,0.932326633
2258,PPIL1,-0.414750165
2259,PPP1R18,0.014515025
2260,PRAM1,-0.732381707
2261,PSORS1C2,5.427404254
2262,Pabpc4,-0.84401249
2263,Padi2,-0.586856773
2264,Padi4,-0.586856773
2265,Paf1,-0.586856773
2266,Pafah1b1,-0.84401249
2267,Pag1,-0.329701057
2268,Pagr1a,3.013323254
2269,Park7,0.441766092
2270,Parp14,-0.072545341
2271,Parp3,1.213233241
2272,Parp9,0.441766092
2273,Patz1,-0.84401249
2274,Pawr,0.441766092
2275,Pax1,-0.84401249
2276,Paxip1,3.013323254
2277,Pbx1,-0.84401249
2278,Pcbp2,-0.072545341
2279,Pcid2,-0.329701057
2280,Pck1,0.956077524
2281,Pdcd1,-0.072545341
2282,Pdcd1lg2,-0.072545341
2283,Pde12,-0.586856773
2284,Pde4b,0.441766092
2285,Pde4d,-0.84401249
2286,Pde5a,-0.586856773
2287,Pde9a,"2.816815606, -0.626022451, -0.810031839"
2288,Pdgfb,-0.84401249
2289,Pdgfd,-0.329701057
2290,Pdgfra,-0.84401249
2291,Pdpk1,0.956077524
2292,Pdpn,-0.84401249
2293,Pdxk-ps,"1.869752341, -0.261055548, -0.441668019"
2294,Pecam1,-0.329701057
2295,Peli1,-0.329701057
2296,Peli3,-0.586856773
2297,Pelo,3.527634687
2298,Pf4,-0.072545341
2299,Pfdn1,-0.84401249
2300,Pfpl,-0.586856773
2301,Pgc,0.956077524
2302,Pgf,-0.329701057
2303,Pglyrp1,0.184610375
2304,Pglyrp2,"0.184610375, -0.234832691"
2305,Pglyrp3,0.184610375
2306,Pglyrp4,0.184610375
2307,Pgm3,-0.84401249
2308,Phb,0.956077524
2309,Phb2,0.441766092
2310,Phf11a,-0.072545341
2311,Phlpp1,-0.586856773
2312,Phpt1,0.441766092
2313,Pi16,"0.50177207, -0.415922304, 1.262381711"
2314,Pi4k2a,-0.586856773
2315,Pianp,-0.072545341
2316,Pias3,-0.586856773
2317,Pibf1,-0.586856773
2318,Picalm,-0.84401249
2319,Pigr,-0.072545341
2320,Pik3cb,-0.329701057
2321,Pik3cd,-0.072545341
2322,Pik3cg,-0.84401249
2323,Pik3r1,-0.586856773
2324,Pik3r6,0.956077524
2325,Pikfyve,-0.84401249
2326,Pilrb1,-0.586856773
2327,Pim1,"0.028240438, 0.800315697, 1.824245066"
2328,Pip,-0.586856773
2329,Pip4k2a,-0.84401249
2330,Pir,-0.84401249
2331,Pirb,-0.586856773
2332,Pithd1,-0.586856773
2333,Pitx2,-0.84401249
2334,Pja2,-0.329701057
2335,Pkn1,0.698921808
2336,Pknox1,"-0.84401249, -0.392676568, -0.196978494, 1.623069013"
2337,Pla2g10,-0.329701057
2338,Pla2g1b,-0.586856773
2339,Pla2g2d,-0.072545341
2340,Pla2g2f,-0.329701057
2341,Pla2g3,1.213233241
2342,Pla2g4a,1.470388957
2343,Pla2g5,0.956077524
2344,Pla2g6,-0.586856773
2345,Pla2g7,-0.329701057
2346,Plac8,-0.586856773
2347,Plcb1,-0.586856773
2348,Plcg1,0.441766092
2349,Plcg2,0.441766092
2350,Plcl2,0.441766092
2351,Pld1,-0.586856773
2352,Pld2,1.213233241
2353,Pld3,-0.586856773
2354,Pld4,-0.586856773
2355,Plec,-0.586856773
2356,Plekha1,0.441766092
2357,Plekhm2,-0.586856773
2358,Plg,-0.84401249
2359,Plscr1,0.441766092
2360,Plvap,-0.329701057
2361,Pmaip1,-0.84401249
2362,Pml,-0.072545341
2363,Pmp22,-0.586856773
2364,Pms2,3.013323254
2365,Pnma1,-0.586856773
2366,Pnp,3.527634687
2367,Podxl,-0.84401249
2368,Podxl2,-0.84401249
2369,Polb,-0.84401249
2370,Polm,-0.84401249
2371,Polq,-0.84401249
2372,Polr3a,-0.586856773
2373,Polr3b,0.441766092
2374,Polr3c,0.441766092
2375,Polr3d,0.441766092
2376,Polr3e,-0.586856773
2377,Polr3f,0.441766092
2378,Polr3g,0.441766092
2379,Polr3h,-0.586856773
2380,Polr3k,-0.586856773
2381,Pomc,1.470388957
2382,Pou1f1,-0.84401249
2383,Pou2af1,-0.586856773
2384,Pou2f2,-0.586856773
2385,Pou4f1,-0.329701057
2386,Pou4f2,-0.329701057
2387,Pparg,-0.072545341
2388,Ppargc1b,-0.329701057
2389,Ppbp,-0.586856773
2390,Ppia,-0.84401249
2391,Ppib,-0.84401249
2392,Ppil1,"4.079566625, 0.873802787, 1.549245585"
2393,Ppm1b,-0.072545341
2394,Ppp1r11,-0.586856773
2395,Ppp1r14b,-0.586856773
2396,Ppp1r14bl,-0.586856773
2397,Ppp1r18,-0.392676568
2398,Ppp2r3c,0.184610375
2399,Ppp3cb,1.470388957
2400,Ppp4r2,-0.84401249
2401,Ppp6c,-0.586856773
2402,Pqbp1,0.441766092
2403,Pram1,"0.956077524, 1.343606083, 0.727833669, 1.576298014"
2404,Prdm1,-0.072545341
2405,Prdm16,-0.586856773
2406,Prdx1,-0.586856773
2407,Prdx2,-0.586856773
2408,Prdx3,-0.84401249
2409,Prelid1,-0.586856773
2410,Prex1,-0.84401249
2411,Prf1,-0.586856773
2412,Prg2,-0.586856773
2413,Prg3,-0.586856773
2414,Prg4,-0.586856773
2415,Prkar1a,-0.586856773
2416,Prkca,-0.329701057
2417,Prkcb,0.441766092
2418,Prkcd,-0.586856773
2419,Prkce,-0.586856773
2420,Prkch,0.441766092
2421,Prkcq,1.470388957
2422,Prkcz,3.527634687
2423,Prkd1,-0.586856773
2424,Prkd2,0.441766092
2425,Prkdc,0.698921808
2426,Prkx,-0.84401249
2427,Prmt1,-0.586856773
2428,Prnp,0.441766092
2429,Prr7,-0.586856773
2430,Prrc2c,-0.84401249
2431,Prss56,-0.329701057
2432,Prtn3,-0.84401249
2433,Prxl2a,-0.586856773
2434,Psap,-0.84401249
2435,Psen1,0.441766092
2436,Psen2,0.441766092
2437,Psg17,-0.586856773
2438,Psma1,-0.072545341
2439,Psmb10,-0.84401249
2440,Psmb11,-0.84401249
2441,Psmb4,-0.072545341
2442,Psmb8,-0.84401249
2443,Psmb9,-0.84401249
2444,Psme1,-0.84401249
2445,Psme2,-0.84401249
2446,Psors1c2,"-0.445291194, 0.285594076, 0.046356591"
2447,Pspc1,0.441766092
2448,Pstpip1,-0.586856773
2449,Ptafr,1.470388957
2450,Ptbp3,-0.84401249
2451,Ptgdr,-0.586856773
2452,Ptgds,-0.586856773
2453,Ptger3,-0.329701057
2454,Ptger4,-0.072545341
2455,Ptk2,-0.072545341
2456,Ptk2b,-0.072545341
2457,Ptk6,-0.586856773
2458,Ptms,-0.84401249
2459,Ptn,-0.329701057
2460,Ptpn11,-0.84401249
2461,Ptpn2,0.441766092
2462,Ptpn22,0.956077524
2463,Ptpn6,1.727544673
2464,Ptprc,3.527634687
2465,Ptprd,-0.072545341
2466,Ptpre,-0.586856773
2467,Ptprj,0.956077524
2468,Ptpro,-0.84401249
2469,Ptprq,-0.84401249
2470,Ptprz1,-0.84401249
2471,Ptx3,-0.586856773
2472,Pura,-0.84401249
2473,Pvrig,0.441766092
2474,Pxt1,"-0.445291194, -0.534914972, 0.699277224"
2475,Pycard,0.956077524
2476,Pygo1,-0.84401249
2477,RASAL3,3.059576156
2478,RNF39,0.857005407
2479,RNF8,0.014515025
2480,RP23-106N22.5,-0.340061942
2481,RP23-364A24.1,0.238698941
2482,RP23-98F21.12,-0.182218065
2483,RRP1B,-1.270244116
2484,RSPH1,3.237709583
2485,Rab10,-0.84401249
2486,Rab11fip5,-0.586856773
2487,Rab12,-0.586856773
2488,Rab14,-0.586856773
2489,Rab17,-0.586856773
2490,Rab1a,-0.586856773
2491,Rab20,-0.586856773
2492,Rab27a,-0.586856773
2493,Rab29,0.441766092
2494,Rab32,-0.84401249
2495,Rab33a,-0.84401249
2496,Rab34,0.441766092
2497,Rab35,-0.84401249
2498,Rab3b,-0.84401249
2499,Rab3c,-0.84401249
2500,Rab43,-0.586856773
2501,Rab44,"-0.445291194, -0.181225522, 2.734408573"
2502,Rab4a,-0.84401249
2503,Rab5b,-0.84401249
2504,Rab6a,-0.84401249
2505,Rab7b,-0.329701057
2506,Rab8b,-0.84401249
2507,Rabgap1l,-0.84401249
2508,Rabgef1,1.213233241
2509,Rabl3,-0.84401249
2510,Rac1,-0.329701057
2511,Rac2,0.956077524
2512,Raet1a,-0.586856773
2513,Raet1b,1.984700389
2514,Raet1c,-0.586856773
2515,Raet1d,-0.586856773
2516,Raet1e,-0.586856773
2517,Raf1,-0.84401249
2518,Rag1,-0.072545341
2519,Rag2,-0.586856773
2520,Rap1a,0.956077524
2521,Rapgef1,0.956077524
2522,Rara,0.956077524
2523,Rarg,-0.586856773
2524,Rarres2,-0.072545341
2525,Rasal3,"-0.329701057, -0.234832691, -0.259774887, -0.826104572"
2526,Rasgrp1,1.984700389
2527,Rassf2,-0.586856773
2528,Rb1,-0.329701057
2529,Rbck1,0.441766092
2530,Rbfox2,-0.586856773
2531,Rbm14,0.441766092
2532,Rbm15,-0.586856773
2533,Rbm47,-0.84401249
2534,Rbmy,-0.84401249
2535,Rbp1,-0.586856773
2536,Rbp4,0.184610375
2537,Rbpj,-0.586856773
2538,Rc3h1,1.213233241
2539,Rc3h2,1.213233241
2540,Rcor1,-0.586856773
2541,Reg1,-0.586856773
2542,Reg2,-0.586856773
2543,Reg3a,-0.586856773
2544,Reg3b,-0.586856773
2545,Reg3d,-0.586856773
2546,Reg3g,-0.586856773
2547,Rel,-0.586856773
2548,Rela,0.441766092
2549,Relb,-0.586856773
2550,Rest,-0.84401249
2551,Ret,-0.84401249
2552,Retnlg,-0.84401249
2553,Rfpl4b,-0.586856773
2554,Rftn1,0.441766092
2555,Rgcc,0.441766092
2556,Rhag,-0.84401249
2557,Rhbdd3,-0.586856773
2558,Rhd,-0.84401249
2559,Rhoa,-0.329701057
2560,Rhog,-0.586856773
2561,Rhoh,-0.329701057
2562,Rif1,3.013323254
2563,Rin3,-0.586856773
2564,Riok3,0.441766092
2565,Ripk1,-0.329701057
2566,Ripk2,1.984700389
2567,Ripk3,1.470388957
2568,Ripor2,-0.329701057
2569,Rnase2a,-0.586856773
2570,Rnase2b,-0.586856773
2571,Rnase6,-0.586856773
2572,Rnasel,-0.586856773
2573,Rnf125,-0.586856773
2574,Rnf135,-0.072545341
2575,Rnf166,-0.586856773
2576,Rnf168,-0.586856773
2577,Rnf187,-0.586856773
2578,Rnf19b,-0.586856773
2579,Rnf216,-0.072545341
2580,Rnf26,-0.072545341
2581,Rnf31,0.441766092
2582,Rnf39,"-0.586856773, -0.445291194, -0.138723829, -0.712105801"
2583,Rnf41,-0.586856773
2584,Rnf8,"-0.586856773, 0.028240438, 0.855016942, -0.198797857"
2585,Ro60,-0.84401249
2586,Rock1,-0.84401249
2587,Rogdi,-0.84401249
2588,Romo1,-0.586856773
2589,Ror2,-0.329701057
2590,Rora,-0.329701057
2591,Rorc,-0.329701057
2592,Rpa1,-0.84401249
2593,Rpl13a,-0.586856773
2594,Rpl22,-0.84401249
2595,Rpl30,-0.586856773
2596,Rpl39,-0.586856773
2597,Rps14,-0.84401249
2598,Rps17,-0.84401249
2599,Rps19,0.956077524
2600,Rps24,-0.84401249
2601,Rps3,0.441766092
2602,Rps6,-0.586856773
2603,Rps6kb1,-0.586856773
2604,Rras,-0.84401249
2605,Rrp1b,"1.027918328, 0.308019289, 0.57466636"
2606,Rrs1,-0.84401249
2607,Rsad2,3.527634687
2608,Rsph1,"0.186084316, -0.797412596, 0.907365284"
2609,Rtkn2,-0.84401249
2610,Rtn4,0.184610375
2611,Rtp4,-0.586856773
2612,Rubcn,-0.84401249
2613,Runx1,-0.329701057
2614,Runx2,-0.84401249
2615,Runx3,-0.329701057
2616,S100a14,-0.329701057
2617,S100a8,-0.586856773
2618,S100a9,-0.586856773
2619,S1pr1,-0.84401249
2620,SIK1,0.014515025
2621,SLC37A1,2.088627383
2622,SRSF3,0.708897251
2623,STK38,-0.171146142
2624,Sac3d1,-0.072545341
2625,Samd9l,-0.84401249
2626,Samhd1,-0.072545341
2627,Samsn1,0.184610375
2628,Sarm1,-0.586856773
2629,Sart1,-0.329701057
